trial_id,suspected_type,normalized_score
0a342167-ea9d-4c1d-9fed-f7f626485c66,bonafide_reference,0.46019063651755715
75f4023f-78b8-4f98-af76-57bcbe778db4,bonafide_reference,0.5011377705540846
11b2320d-5570-4e6e-9ae5-13a01aeba42d,morphing,0.37558370218933923
a2f6d7c8-1208-4b82-a9aa-cb1718650fc2,bonafide_reference,0.3850458664095623
9dee059e-47b8-4a87-b73a-a4f85fdc9ff0,bonafide_reference,0.5773380185379887
07b7857e-8f8b-485e-af5c-e01943ff930c,bonafide_reference,0.6168118369468698
cbb3c1bb-52ff-4228-9021-36eac12d2619,bonafide_reference,0.5767973843665788
6f39462e-efd0-4f9f-a584-fa17cd41c342,morphing,0.3895275333802402
11d5993d-9cc7-4cec-9a34-8ea623b11bf4,bonafide_reference,0.5413904127819714
66f09a16-2ae6-417c-b855-c1d6ba1882ce,morphing,0.23717531909775522
bfba68d1-e2d0-4650-a8f7-3857dda1b865,morphing,0.46641249613150704
a499e95b-85b0-4fa5-9fe9-81c3491de5b7,retouching,0.4799522498509881
855f4dd5-1f10-4c38-94e2-ca88943516e2,retouching,0.45543472957424175
9c5bc552-396c-44f9-8b71-e3e26a79ecee,morphing,0.23762369501545957
1d52a35a-64d1-497d-a3ee-48eab81ebfe3,retouching,0.5145648267730731
758bb976-01f9-46e3-9388-d2e1fe60c273,bonafide_reference,0.5452367330085299
7de9cdf9-1311-4fc1-9e42-8ad46d57eecc,bonafide_reference,0.5599704525713232
1b888c93-a3c3-40c9-b4a9-06ce00b15c79,swapping,0.2196015903347585
921ca49d-a71f-40b0-96ca-0d0797bd8f86,bonafide_reference,0.5203344076997553
c1ccca3c-f083-4371-8b16-e9ff2ca654fc,morphing,0.33398911075262366
3255940f-6e5a-4d3c-a4a7-be56cef8f320,morphing,0.4418030797136949
567735f2-a057-4a2b-86f9-3dd65b574d1d,bonafide_reference,0.5844753391404099
9ab265f9-522e-4244-9e29-e76c0c9f5e9a,swapping,0.06297620549271775
42a17872-48f0-4ee4-90d6-b3132c5cc33f,bonafide_reference,0.5276996983263789
f6c27034-1e39-4ccb-812e-29f40d712b09,morphing,0.2454957823990287
d382c3e5-7326-4e78-9da2-c67474cfa081,bonafide_reference,0.6392229479971654
19a6e06e-8865-455d-8123-67e12e04ab2b,retouching,0.4532790327940232
2299b0b7-4f04-4613-a5c0-6b9317177ebe,bonafide_reference,0.5321970970795247
a7b7307f-ea0f-4fa8-867a-377a9d22c999,bonafide_reference,0.5050605367824053
7c6ee835-dde2-4b58-9d7d-a516d60d6b78,morphing,0.41361100130592837
c8a18208-7dfd-4884-8a37-bfd7247296a2,bonafide_reference,0.38570137075730426
9643b9c2-630f-48ab-b78f-fa5135c5aa1a,bonafide_reference,0.4203945378591417
b7062f47-d487-4894-a2b5-40db1e83cb81,bonafide_reference,0.48835756821421766
28dac6e0-e32f-4883-88e9-ab8f58b6fe95,bonafide_reference,0.47463832732954647
bef0be53-91c2-4523-92a4-238c137b647b,retouching,0.3244607201540319
7fbeb0de-7bc6-415c-9455-664358d33c91,retouching,0.47093954788638914
8f87e2a6-240e-4b71-8714-c9427d0d0745,bonafide_reference,0.4922675397959276
4e0d3f6c-b0a0-4f55-860e-281b2cf35841,bonafide_reference,0.3995595824262316
cda8af5e-9d53-4342-8033-f6a622f1e3cb,bonafide_reference,0.42832379880508153
714bd6f2-0e88-4638-a3f0-fd09ae120e74,morphing,0.5332235254747644
8aeb1c3e-4ddf-44fe-ba67-b9a6ef604c21,retouching,0.48886867008810453
6de3a47d-82a7-4884-aee1-ddbc0ccbe3ce,bonafide_reference,0.4386820308701709
f8bd4b67-c7bb-4023-87e2-3787f1798c0d,bonafide_reference,0.44575859701856
e3146292-73c3-42ed-92f7-1b260b6804bb,swapping,0.19388402876929647
b8f84a59-27c2-4ea0-baf2-97cd9d96a345,bonafide_reference,0.5391754099982805
87668acc-fdc7-41ae-ac83-91aded8bf553,bonafide_reference,0.5192285156974206
c3bf9974-36c3-4b1e-9837-7065bbd586f3,retouching,0.5417711138707473
2e6ad80e-7f8b-4505-8249-954e2da761f2,bonafide_reference,0.4546337766494626
7fb93bde-a6b2-48c5-ae15-1f89020158ab,morphing,0.42476314521668707
9feedb22-5455-4e95-a2b0-46d9743e60c3,morphing,0.3252938206342888
57f73871-3c1d-435e-b6b5-aea0ac557aa7,bonafide_reference,0.5512933485544602
992d273a-b6ad-4ce6-b0c7-2063cbf1b3f8,swapping,0.22829519059410705
17a54a59-c7be-476f-acd3-10f9e46437f2,retouching,0.4069877599479891
36473e24-53ae-4874-8f85-6b8dbdbd3623,morphing,0.2866951077718961
7fae8e41-9766-44bf-92a0-5bd8b7785ebf,morphing,0.28856264336020904
25bd08d4-b7b1-409d-8673-e2557d30d16e,retouching,0.3368850462383269
8944b2ac-5061-46df-9b62-780bb2843e24,bonafide_reference,0.713328092715932
0bcdb000-2bf4-459a-b4e2-505696477873,bonafide_reference,0.5151773604208771
64ab1541-b880-49b4-bc5b-7b45264a9d0e,swapping,0.14544760064433962
02f6d413-a706-4158-9813-f92928463b8a,morphing,0.33173540215119846
